"Airline","Month","Departure_Hour","Total_Flights","Average_Departure_Delay","Average_Arrival_Delay","Total_Departure_Delay_Time","Total_Arrival_Delay_Time"
Hawaiian Airlines Inc.,12,11,133,1.77,1.27,644.0,874.0
Hawaiian Airlines Inc.,12,12,172,8.85,7.84,1959.0,2136.0
Hawaiian Airlines Inc.,12,13,171,11.61,9.22,2365.0,2445.0
Hawaiian Airlines Inc.,12,14,172,14.01,13.40,2726.0,2912.0
Hawaiian Airlines Inc.,12,15,145,31.94,31.59,4884.0,5038.0
Hawaiian Airlines Inc.,12,16,154,18.74,18.28,3161.0,3375.0
Hawaiian Airlines Inc.,12,17,150,14.67,15.25,2499.0,2699.0
Hawaiian Airlines Inc.,12,18,89,9.47,9.84,1120.0,1150.0
Hawaiian Airlines Inc.,12,19,96,16.42,16.89,1932.0,2054.0
Hawaiian Airlines Inc.,12,20,72,4.96,4.43,627.0,656.0
Hawaiian Airlines Inc.,12,21,33,4.06,3.70,300.0,311.0
Hawaiian Airlines Inc.,12,22,13,-0.69,-11.08,27.0,7.0
Hawaiian Airlines Inc.,12,23,11,0.73,-0.09,79.0,111.0
Horizon Air,1,5,43,-0.21,-1.81,201.0,203.0
Horizon Air,1,6,65,1.08,-0.89,325.0,382.0
Horizon Air,1,7,142,-0.22,-2.37,616.0,874.0
Horizon Air,1,8,86,-0.13,-2.80,401.0,559.0
Horizon Air,1,9,120,5.41,2.85,1121.0,1169.0
Horizon Air,1,10,88,9.24,5.85,1057.0,1086.0
Horizon Air,1,11,95,10.20,5.35,1253.0,1269.0
Horizon Air,1,12,90,3.96,-1.78,729.0,649.0
Horizon Air,1,13,106,9.05,5.46,1287.0,1268.0
Horizon Air,1,14,119,2.91,-1.80,812.0,806.0
Horizon Air,1,15,131,1.63,-0.86,702.0,799.0
Horizon Air,1,16,73,4.73,1.48,654.0,734.0
Horizon Air,1,17,113,7.62,6.69,1313.0,1565.0
Horizon Air,1,18,98,4.19,-1.63,828.0,936.0
Horizon Air,1,19,91,4.30,-1.62,751.0,679.0
Horizon Air,1,20,74,2.81,-2.07,542.0,490.0
Horizon Air,1,21,54,11.98,11.96,865.0,948.0
Horizon Air,1,22,42,7.76,5.05,435.0,417.0
Horizon Air,1,23,18,-1.11,-4.78,53.0,40.0
Horizon Air,2,5,19,-0.68,3.79,73.0,146.0
Horizon Air,2,6,78,2.06,2.46,481.0,675.0
Horizon Air,2,7,112,2.23,1.94,744.0,986.0
Horizon Air,2,8,87,3.06,0.59,565.0,672.0
Horizon Air,2,9,102,5.81,4.70,947.0,1155.0
Horizon Air,2,10,77,7.42,8.12,827.0,1043.0
Horizon Air,2,11,119,5.16,2.24,990.0,1145.0
Horizon Air,2,12,73,6.63,3.33,761.0,810.0
Horizon Air,2,13,118,10.31,9.55,1559.0,1798.0
Horizon Air,2,14,76,3.33,0.25,543.0,558.0
Horizon Air,2,15,122,3.96,1.93,829.0,933.0
Horizon Air,2,16,65,6.60,3.35,646.0,604.0
Horizon Air,2,17,85,2.59,-1.08,509.0,552.0
Horizon Air,2,18,95,5.67,2.26,880.0,935.0
Horizon Air,2,19,94,2.70,2.96,613.0,856.0
Horizon Air,2,20,60,-3.15,-3.47,107.0,185.0
Horizon Air,2,21,48,7.13,5.35,496.0,612.0
Horizon Air,2,22,25,5.40,5.16,214.0,278.0
Horizon Air,2,23,10,0.40,-1.40,27.0,34.0
Horizon Air,3,5,29,-1.10,-6.21,41.0,29.0
Horizon Air,3,6,81,0.26,-3.42,323.0,347.0
Horizon Air,3,7,126,-0.27,-2.21,517.0,690.0
Horizon Air,3,8,107,0.20,-1.72,535.0,644.0
Horizon Air,3,9,128,1.70,0.20,605.0,710.0
Horizon Air,3,10,108,8.22,3.48,1216.0,1218.0
Horizon Air,3,11,124,1.69,-0.65,611.0,690.0
Horizon Air,3,12,83,3.42,-0.29,619.0,655.0
Horizon Air,3,13,134,5.83,2.04,1192.0,1148.0
Horizon Air,3,14,114,6.80,3.07,1165.0,1168.0
Horizon Air,3,15,132,3.94,1.58,926.0,956.0
Horizon Air,3,16,65,7.75,6.11,690.0,739.0
Horizon Air,3,17,128,2.84,0.88,777.0,905.0
Horizon Air,3,18,91,6.45,3.23,868.0,906.0
Horizon Air,3,19,123,3.94,-0.67,894.0,834.0
Horizon Air,3,20,63,-2.02,-6.59,144.0,159.0
Horizon Air,3,21,44,4.64,1.02,311.0,269.0
Horizon Air,3,22,44,-1.80,-6.27,46.0,32.0
Horizon Air,3,23,23,-0.78,-3.91,52.0,42.0
Horizon Air,4,5,31,0.55,-0.90,163.0,207.0
Horizon Air,4,6,87,0.44,-3.59,510.0,519.0
Horizon Air,4,7,119,0.91,-1.91,629.0,774.0
Horizon Air,4,8,84,4.80,3.54,732.0,752.0
Horizon Air,4,9,117,0.20,-1.72,435.0,599.0
Horizon Air,4,10,109,2.19,-1.54,579.0,592.0
Horizon Air,4,11,106,-0.92,-2.85,235.0,404.0
Horizon Air,4,12,111,2.48,-1.53,589.0,519.0
Horizon Air,4,13,98,5.66,-0.03,846.0,731.0
Horizon Air,4,14,92,4.67,4.01,719.0,863.0
Horizon Air,4,15,159,10.46,8.71,2069.0,2131.0
Horizon Air,4,16,66,15.44,14.89,1186.0,1265.0
Horizon Air,4,17,131,3.31,-0.77,812.0,776.0
Horizon Air,4,18,144,0.98,-1.28,569.0,733.0
Horizon Air,4,19,139,2.01,0.40,835.0,963.0
Horizon Air,4,20,80,2.05,-2.20,436.0,375.0
Horizon Air,4,21,39,3.00,-1.95,287.0,220.0
Horizon Air,4,22,29,-4.59,-7.59,21.0,19.0
Horizon Air,4,23,24,0.67,-0.21,77.0,79.0
Horizon Air,5,5,32,-1.94,-3.88,74.0,105.0
Horizon Air,5,6,79,4.16,-1.30,734.0,728.0
Horizon Air,5,7,145,-2.41,-5.63,397.0,515.0
Horizon Air,5,8,132,-1.89,-2.83,293.0,428.0
Horizon Air,5,9,129,-1.49,-1.75,305.0,515.0
Horizon Air,5,10,120,3.83,1.17,877.0,936.0
Horizon Air,5,11,116,5.12,4.25,899.0,1018.0
Horizon Air,5,12,103,8.97,5.76,1193.0,1168.0
Horizon Air,5,13,106,2.98,-1.34,650.0,591.0
Horizon Air,5,14,102,9.31,6.58,1230.0,1244.0
Horizon Air,5,15,147,5.50,3.16,1228.0,1261.0
Horizon Air,5,16,66,8.91,5.68,758.0,743.0
Horizon Air,5,17,122,5.34,3.48,957.0,1012.0
Horizon Air,5,18,143,2.12,-0.43,837.0,948.0
Horizon Air,5,19,129,5.33,4.89,1099.0,1196.0
Horizon Air,5,20,68,3.75,0.22,452.0,464.0
Horizon Air,5,21,32,3.53,-1.03,216.0,220.0
Horizon Air,5,22,45,7.78,6.56,446.0,456.0
Horizon Air,5,23,21,2.62,0.62,113.0,100.0
Horizon Air,6,0,2,-6.50,-0.50,0.0,9.0
Horizon Air,6,5,36,5.22,3.44,331.0,362.0
Horizon Air,6,6,52,-1.92,-6.31,136.0,150.0
Horizon Air,6,7,172,-0.60,-1.50,623.0,792.0
Horizon Air,6,8,114,-1.90,-3.99,207.0,366.0
Horizon Air,6,9,118,5.02,5.65,887.0,1216.0
Horizon Air,6,10,128,2.13,-0.02,601.0,711.0
Horizon Air,6,11,147,3.34,2.14,858.0,1077.0
Horizon Air,6,12,108,6.80,4.96,963.0,1065.0
Horizon Air,6,13,136,7.13,3.95,1270.0,1175.0
Horizon Air,6,14,110,10.75,9.21,1406.0,1427.0
Horizon Air,6,15,141,4.35,4.63,960.0,1206.0
Horizon Air,6,16,133,10.62,9.28,1724.0,1819.0
Horizon Air,6,17,108,7.77,5.88,1100.0,1113.0
Horizon Air,6,18,121,7.69,5.88,1202.0,1260.0
Horizon Air,6,19,126,4.75,1.59,956.0,944.0
Horizon Air,6,20,96,11.94,7.85,1459.0,1410.0
Horizon Air,6,21,54,7.35,1.81,552.0,501.0
Horizon Air,6,22,63,3.38,2.06,314.0,329.0
Horizon Air,6,23,16,0.06,1.63,54.0,90.0
Horizon Air,7,5,38,-3.82,-7.58,26.0,12.0
Horizon Air,7,6,53,-2.89,-9.06,68.0,46.0
Horizon Air,7,7,169,0.17,-3.40,718.0,803.0
Horizon Air,7,8,117,1.54,-0.44,638.0,666.0
Horizon Air,7,9,151,4.70,3.29,1129.0,1271.0
Horizon Air,7,10,129,0.88,-1.47,515.0,603.0
Horizon Air,7,11,163,3.80,-0.37,1090.0,1029.0
Horizon Air,7,12,129,3.36,0.19,770.0,768.0
Horizon Air,7,13,148,3.04,1.03,839.0,872.0
Horizon Air,7,14,132,5.74,2.68,1111.0,1115.0
Horizon Air,7,15,100,5.17,3.56,795.0,830.0
Horizon Air,7,16,118,3.14,-0.54,706.0,664.0
Horizon Air,7,17,112,8.37,6.96,1197.0,1330.0
Horizon Air,7,18,133,3.49,1.51,834.0,828.0
Horizon Air,7,19,141,8.00,4.91,1569.0,1479.0
Horizon Air,7,20,96,5.47,0.30,804.0,723.0
Horizon Air,7,21,108,5.14,2.90,891.0,912.0
Horizon Air,7,22,75,0.80,-1.01,289.0,311.0
Horizon Air,7,23,5,2.40,9.60,24.0,67.0
Horizon Air,8,5,43,-0.28,-0.88,149.0,193.0
Horizon Air,8,6,62,0.08,-5.73,240.0,226.0
Horizon Air,8,7,187,-1.62,-5.91,499.0,554.0
Horizon Air,8,8,92,-1.87,-2.95,239.0,367.0
Horizon Air,8,9,133,-0.20,-0.83,453.0,705.0
Horizon Air,8,10,138,1.71,0.47,639.0,870.0
Horizon Air,8,11,142,4.24,1.52,955.0,984.0
Horizon Air,8,12,102,3.42,1.47,622.0,689.0
Horizon Air,8,13,134,5.46,3.70,1037.0,1102.0
Horizon Air,8,14,141,9.96,8.02,1687.0,1796.0
Horizon Air,8,15,110,3.91,2.48,679.0,798.0
Horizon Air,8,16,130,7.93,4.96,1344.0,1420.0
Horizon Air,8,17,126,7.53,6.51,1285.0,1422.0
Horizon Air,8,18,131,6.98,4.35,1233.0,1164.0
Horizon Air,8,19,126,8.01,4.98,1432.0,1385.0
Horizon Air,8,20,75,3.43,-1.64,534.0,436.0
Horizon Air,8,21,83,11.39,7.82,1188.0,1074.0
Horizon Air,8,22,79,7.72,4.33,755.0,742.0
Horizon Air,8,23,8,-0.25,-0.75,32.0,34.0
Horizon Air,9,5,36,9.50,5.14,540.0,523.0
Horizon Air,9,6,62,0.48,-5.27,330.0,385.0
Horizon Air,9,7,160,1.31,-1.96,968.0,1030.0
Horizon Air,9,8,94,2.13,-1.06,660.0,650.0
Horizon Air,9,9,129,3.59,1.42,860.0,923.0
Horizon Air,9,10,94,0.24,-3.07,335.0,346.0
Horizon Air,9,11,112,7.71,5.21,1181.0,1272.0
Horizon Air,9,12,122,2.71,0.46,748.0,859.0
Horizon Air,9,13,112,5.23,1.45,852.0,815.0
Horizon Air,9,14,100,1.31,-0.30,443.0,550.0
Horizon Air,9,15,123,7.02,4.94,1219.0,1299.0
Horizon Air,9,16,95,9.79,9.78,1159.0,1271.0
Horizon Air,9,17,101,1.51,-1.44,489.0,483.0
Horizon Air,9,18,113,3.20,1.35,704.0,771.0
Horizon Air,9,19,97,4.90,3.23,807.0,879.0
Horizon Air,9,20,78,1.59,-0.46,489.0,588.0
Horizon Air,9,21,67,1.31,-2.51,376.0,412.0
Horizon Air,9,22,46,3.41,1.46,287.0,297.0
Horizon Air,9,23,16,1.13,-0.13,69.0,60.0
Horizon Air,10,5,40,-3.50,-8.88,33.0,31.0
Horizon Air,10,6,44,-1.07,-5.59,129.0,164.0
Horizon Air,10,7,126,-0.61,-5.83,444.0,467.0
Horizon Air,10,8,69,0.88,-1.77,355.0,418.0
Horizon Air,10,9,92,1.02,-3.17,423.0,523.0
Horizon Air,10,10,53,-0.68,-3.28,113.0,154.0
Horizon Air,10,11,98,2.89,-1.88,548.0,588.0
Horizon Air,10,12,81,4.31,0.84,588.0,638.0
Horizon Air,10,13,85,1.12,-3.41,322.0,383.0
Horizon Air,10,14,82,7.05,4.12,882.0,943.0
Horizon Air,10,15,94,0.72,-1.26,351.0,428.0
Horizon Air,10,16,95,3.21,0.06,585.0,558.0
Horizon Air,10,17,66,4.26,2.83,487.0,562.0
Horizon Air,10,18,76,11.97,8.86,1108.0,1110.0
Horizon Air,10,19,84,1.75,0.27,372.0,415.0
Horizon Air,10,20,42,9.40,5.71,527.0,540.0
Horizon Air,10,21,63,4.67,0.68,507.0,547.0
Horizon Air,10,22,35,3.46,1.34,200.0,197.0
Horizon Air,10,23,10,7.50,4.50,106.0,89.0
Horizon Air,11,5,38,-0.08,0.55,127.0,241.0
Horizon Air,11,6,44,5.68,1.55,412.0,485.0
Horizon Air,11,7,110,4.62,3.26,912.0,1125.0
Horizon Air,11,8,82,0.73,-0.27,372.0,533.0
Horizon Air,11,9,83,5.27,3.72,679.0,850.0
Horizon Air,11,10,60,3.62,2.35,388.0,431.0
Horizon Air,11,11,86,3.85,-0.55,580.0,564.0
Horizon Air,11,12,93,1.59,-1.72,397.0,507.0
Horizon Air,11,13,74,7.05,2.85,677.0,591.0
Horizon Air,11,14,90,4.72,2.17,667.0,720.0
Horizon Air,11,15,80,3.88,1.08,518.0,562.0
Horizon Air,11,16,76,3.80,2.45,514.0,579.0
Horizon Air,11,17,84,6.42,5.75,787.0,927.0
Horizon Air,11,18,70,6.66,5.29,649.0,764.0
Horizon Air,11,19,84,3.79,4.31,553.0,747.0
Horizon Air,11,20,47,14.60,13.32,786.0,851.0
Horizon Air,11,21,35,1.40,1.03,167.0,212.0
Horizon Air,11,22,33,4.09,2.03,197.0,212.0
Horizon Air,11,23,7,12.43,9.71,96.0,98.0
Horizon Air,12,5,28,38.79,39.14,1145.0,1202.0
Horizon Air,12,6,32,1.53,2.59,134.0,259.0
Horizon Air,12,7,111,20.86,25.12,2532.0,3212.0
Horizon Air,12,8,75,16.33,18.87,1432.0,1717.0
Horizon Air,12,9,94,11.12,9.95,1280.0,1446.0
Horizon Air,12,10,81,20.81,20.72,1862.0,2031.0
Horizon Air,12,11,82,13.23,10.45,1269.0,1492.0
Horizon Air,12,12,77,25.18,26.65,2111.0,2398.0
Horizon Air,12,13,61,21.05,18.11,1403.0,1401.0
Horizon Air,12,14,85,19.02,13.71,1745.0,1674.0
Horizon Air,12,15,92,23.87,23.48,2335.0,2520.0
Horizon Air,12,16,68,16.94,18.06,1298.0,1482.0
Horizon Air,12,17,95,20.00,19.83,2036.0,2286.0
Horizon Air,12,18,71,16.08,13.51,1281.0,1254.0
Horizon Air,12,19,92,14.21,13.30,1490.0,1640.0
Horizon Air,12,20,33,24.24,23.85,851.0,889.0
Horizon Air,12,21,34,6.50,2.91,279.0,289.0
Horizon Air,12,22,54,9.46,6.93,627.0,681.0
Horizon Air,12,23,2,2.50,28.00,9.0,56.0
JetBlue Airways,1,0,10,11.90,1.70,177.0,134.0
JetBlue Airways,1,1,9,8.22,-3.78,120.0,77.0
JetBlue Airways,1,2,10,11.30,12.80,153.0,168.0
JetBlue Airways,1,3,24,14.83,7.13,484.0,438.0
JetBlue Airways,1,4,20,9.85,8.40,277.0,270.0
JetBlue Airways,1,5,237,5.93,3.68,2775.0,3441.0
JetBlue Airways,1,6,755,2.48,-2.11,6190.0,7729.0
JetBlue Airways,1,7,646,4.70,-0.33,6774.0,7798.0
JetBlue Airways,1,8,636,3.09,-1.84,5741.0,6865.0
JetBlue Airways,1,9,636,5.87,-1.55,7078.0,6969.0
JetBlue Airways,1,10,679,7.70,1.35,8899.0,9472.0
JetBlue Airways,1,11,599,14.81,10.26,11532.0,12401.0
JetBlue Airways,1,12,539,13.04,8.44,9508.0,9801.0
JetBlue Airways,1,13,518,16.29,10.59,10746.0,10793.0
JetBlue Airways,1,14,617,20.43,14.71,14976.0,14998.0
JetBlue Airways,1,15,614,19.62,13.24,14206.0,13886.0
JetBlue Airways,1,16,490,17.11,11.60,10552.0,10674.0
JetBlue Airways,1,17,556,22.39,14.64,14687.0,14075.0
JetBlue Airways,1,18,530,21.67,16.48,13584.0,13697.0
JetBlue Airways,1,19,573,29.40,24.57,18924.0,19125.0
JetBlue Airways,1,20,495,22.76,17.35,13278.0,12908.0
JetBlue Airways,1,21,496,18.15,11.99,10925.0,10255.0
JetBlue Airways,1,22,250,20.34,16.22,6032.0,5828.0
JetBlue Airways,1,23,186,24.97,20.90,5572.0,5448.0
JetBlue Airways,2,0,13,18.38,-2.15,267.0,185.0
JetBlue Airways,2,1,3,12.67,10.67,60.0,56.0
JetBlue Airways,2,2,7,18.71,15.86,167.0,169.0
JetBlue Airways,2,3,26,11.69,10.08,519.0,518.0
JetBlue Airways,2,4,24,2.92,-1.04,212.0,195.0
JetBlue Airways,2,5,245,0.32,-3.87,1468.0,2158.0
JetBlue Airways,2,6,725,0.83,-3.24,4996.0,6850.0
JetBlue Airways,2,7,608,3.84,0.45,5624.0,7626.0
JetBlue Airways,2,8,616,7.80,3.64,7860.0,9275.0
JetBlue Airways,2,9,614,8.34,1.87,8104.0,8927.0
JetBlue Airways,2,10,555,11.59,5.49,8895.0,8994.0
JetBlue Airways,2,11,566,11.25,5.35,8691.0,8583.0
JetBlue Airways,2,12,487,14.84,8.96,9195.0,8935.0
JetBlue Airways,2,13,565,19.70,14.24,13471.0,13368.0
JetBlue Airways,2,14,586,21.53,14.61,14717.0,13877.0
JetBlue Airways,2,15,529,24.33,18.14,14694.0,14358.0
JetBlue Airways,2,16,514,22.57,16.94,13429.0,13331.0
JetBlue Airways,2,17,567,23.21,16.72,15128.0,14904.0
JetBlue Airways,2,18,491,23.44,17.48,13194.0,12819.0
JetBlue Airways,2,19,538,21.61,15.46,13591.0,12999.0
JetBlue Airways,2,20,521,25.76,19.82,15288.0,14714.0
JetBlue Airways,2,21,489,22.19,17.13,12574.0,12508.0
JetBlue Airways,2,22,228,28.51,22.57,7297.0,6911.0
JetBlue Airways,2,23,209,32.11,21.19,7497.0,6778.0
JetBlue Airways,3,0,26,1.69,-14.96,183.0,145.0
JetBlue Airways,3,1,16,4.75,1.13,159.0,175.0
JetBlue Airways,3,2,18,78.22,66.78,1486.0,1444.0
JetBlue Airways,3,3,29,14.72,8.76,566.0,495.0
JetBlue Airways,3,4,15,-6.87,-12.93,0.0,14.0
JetBlue Airways,3,5,305,0.48,-5.46,1926.0,2171.0
JetBlue Airways,3,6,813,2.83,-3.59,6805.0,7757.0
JetBlue Airways,3,7,678,4.78,-1.41,6918.0,7470.0
JetBlue Airways,3,8,675,5.35,-1.03,7249.0,7694.0
JetBlue Airways,3,9,657,9.41,1.90,9466.0,9375.0
JetBlue Airways,3,10,620,9.69,2.82,8699.0,8643.0
JetBlue Airways,3,11,637,11.74,4.90,10327.0,10219.0
JetBlue Airways,3,12,566,12.72,5.19,9660.0,8900.0
JetBlue Airways,3,13,601,15.65,7.91,11819.0,11155.0
JetBlue Airways,3,14,582,16.94,9.73,12052.0,11451.0
JetBlue Airways,3,15,591,21.00,14.01,14370.0,13802.0
JetBlue Airways,3,16,628,18.03,10.57,13713.0,13443.0
JetBlue Airways,3,17,568,22.76,15.75,14923.0,14436.0
JetBlue Airways,3,18,611,25.39,17.71,17810.0,16530.0
JetBlue Airways,3,19,585,23.42,16.67,16036.0,15568.0
JetBlue Airways,3,20,669,20.97,14.90,16632.0,16239.0
JetBlue Airways,3,21,567,22.39,15.53,14665.0,13998.0
JetBlue Airways,3,22,301,26.57,19.17,8993.0,8489.0
JetBlue Airways,3,23,242,30.00,19.74,8065.0,7350.0
JetBlue Airways,4,0,21,10.05,-4.81,291.0,203.0
JetBlue Airways,4,1,9,47.00,38.67,440.0,406.0
JetBlue Airways,4,2,15,80.00,69.73,1248.0,1152.0
JetBlue Airways,4,3,14,-5.86,-15.21,62.0,74.0
JetBlue Airways,4,4,8,116.00,104.25,962.0,929.0
JetBlue Airways,4,5,195,7.74,1.48,2492.0,2623.0
JetBlue Airways,4,6,652,3.57,-1.81,5553.0,6391.0
JetBlue Airways,4,7,514,4.35,-1.28,4779.0,5084.0
JetBlue Airways,4,8,576,3.19,-4.14,4804.0,5281.0
JetBlue Airways,4,9,571,8.27,-0.13,7490.0,7371.0
JetBlue Airways,4,10,579,15.34,9.25,11377.0,11202.0
JetBlue Airways,4,11,530,14.83,9.45,10135.0,10601.0
JetBlue Airways,4,12,461,23.37,17.10,12465.0,12582.0
JetBlue Airways,4,13,576,21.73,15.07,14667.0,14473.0
JetBlue Airways,4,14,539,26.42,18.60,16066.0,15930.0
JetBlue Airways,4,15,450,26.37,16.90,13247.0,12170.0
JetBlue Airways,4,16,459,31.54,23.98,15846.0,15497.0
JetBlue Airways,4,17,507,29.03,21.29,16417.0,15770.0
JetBlue Airways,4,18,513,38.01,28.13,20866.0,18856.0
JetBlue Airways,4,19,489,31.13,23.82,16866.0,16335.0
JetBlue Airways,4,20,539,35.55,29.32,20836.0,19858.0
JetBlue Airways,4,21,418,36.41,31.33,16262.0,15711.0
JetBlue Airways,4,22,230,30.00,21.38,7534.0,6679.0
JetBlue Airways,4,23,201,21.04,8.58,4936.0,3877.0
JetBlue Airways,5,0,16,17.00,6.38,304.0,237.0
JetBlue Airways,5,1,17,9.59,3.35,255.0,253.0
JetBlue Airways,5,2,24,37.17,32.58,1011.0,975.0
JetBlue Airways,5,3,16,13.88,5.88,302.0,293.0
JetBlue Airways,5,4,9,-8.56,-18.67,13.0,2.0
JetBlue Airways,5,5,161,0.39,-4.40,995.0,1097.0
JetBlue Airways,5,6,666,2.98,-3.04,5463.0,5765.0
JetBlue Airways,5,7,670,1.48,-5.08,4426.0,4848.0
JetBlue Airways,5,8,584,4.44,-2.92,5419.0,5620.0
JetBlue Airways,5,9,641,5.65,-3.02,6599.0,6144.0
JetBlue Airways,5,10,571,13.76,6.11,10099.0,9657.0
JetBlue Airways,5,11,598,8.41,1.29,7697.0,7351.0
JetBlue Airways,5,12,464,10.72,2.71,6941.0,6367.0
JetBlue Airways,5,13,547,15.51,7.98,10306.0,9875.0
JetBlue Airways,5,14,498,15.58,7.91,9376.0,8869.0
JetBlue Airways,5,15,554,19.45,10.78,12541.0,11968.0
JetBlue Airways,5,16,424,24.93,16.71,11810.0,11243.0
JetBlue Airways,5,17,523,22.03,13.73,13391.0,12739.0
JetBlue Airways,5,18,545,25.66,18.24,15670.0,15107.0
JetBlue Airways,5,19,489,22.46,12.78,12802.0,11268.0
JetBlue Airways,5,20,593,24.67,15.33,16542.0,14636.0
JetBlue Airways,5,21,439,25.51,19.54,12385.0,11509.0
JetBlue Airways,5,22,219,20.42,14.39,5125.0,4820.0
JetBlue Airways,5,23,197,20.54,13.25,4670.0,4270.0
JetBlue Airways,6,0,13,10.69,-1.77,170.0,93.0
JetBlue Airways,6,1,14,45.57,39.36,723.0,717.0
JetBlue Airways,6,2,22,85.73,84.05,1942.0,1981.0
JetBlue Airways,6,3,21,16.33,8.48,470.0,466.0
JetBlue Airways,6,4,8,60.50,56.38,533.0,546.0
JetBlue Airways,6,5,169,5.26,-0.18,1834.0,1949.0
JetBlue Airways,6,6,622,4.19,-0.81,5501.0,6036.0
JetBlue Airways,6,7,650,7.54,2.50,7760.0,8601.0
JetBlue Airways,6,8,562,9.20,2.35,7581.0,7866.0
JetBlue Airways,6,9,645,11.09,3.61,9811.0,9488.0
JetBlue Airways,6,10,559,13.30,7.79,9478.0,9504.0
JetBlue Airways,6,11,568,18.15,12.98,12408.0,12758.0
JetBlue Airways,6,12,444,18.48,13.86,9849.0,10091.0
JetBlue Airways,6,13,526,22.86,18.10,13529.0,13554.0
JetBlue Airways,6,14,518,28.67,24.14,16187.0,16555.0
JetBlue Airways,6,15,481,32.49,28.23,16908.0,17553.0
JetBlue Airways,6,16,463,40.83,36.24,20015.0,20318.0
JetBlue Airways,6,17,534,40.03,33.67,22773.0,22049.0
JetBlue Airways,6,18,573,38.30,31.50,23415.0,22719.0
JetBlue Airways,6,19,504,41.99,35.73,22443.0,21513.0
JetBlue Airways,6,20,483,49.14,42.38,24619.0,23177.0
JetBlue Airways,6,21,418,45.57,39.16,19791.0,18591.0
JetBlue Airways,6,22,225,40.55,34.07,9597.0,8943.0
JetBlue Airways,6,23,206,52.13,45.66,11153.0,10693.0
JetBlue Airways,7,0,11,13.82,-1.45,185.0,107.0
JetBlue Airways,7,1,19,75.05,73.21,1480.0,1527.0
JetBlue Airways,7,2,23,33.87,30.65,899.0,896.0
JetBlue Airways,7,3,27,14.70,6.85,541.0,470.0
JetBlue Airways,7,4,11,3.64,-0.91,72.0,82.0
JetBlue Airways,7,5,182,9.11,4.76,2592.0,2678.0
JetBlue Airways,7,6,619,5.20,0.80,6070.0,6657.0
JetBlue Airways,7,7,714,6.40,1.00,7933.0,8249.0
JetBlue Airways,7,8,596,10.27,4.70,8824.0,9289.0
JetBlue Airways,7,9,747,15.54,10.07,14732.0,15093.0
JetBlue Airways,7,10,612,15.23,9.04,11732.0,11327.0
JetBlue Airways,7,11,652,18.95,13.85,15027.0,15202.0
JetBlue Airways,7,12,485,22.21,17.12,12754.0,13106.0
JetBlue Airways,7,13,615,32.60,27.63,22039.0,22486.0
JetBlue Airways,7,14,594,41.84,37.02,26511.0,26788.0
JetBlue Airways,7,15,478,38.59,34.35,19649.0,20062.0
JetBlue Airways,7,16,546,40.71,34.43,23831.0,23576.0
JetBlue Airways,7,17,539,46.10,39.77,26168.0,25775.0
JetBlue Airways,7,18,584,46.47,40.71,28838.0,28107.0
JetBlue Airways,7,19,522,54.91,50.25,30057.0,29502.0
JetBlue Airways,7,20,553,46.07,39.88,26922.0,25556.0
JetBlue Airways,7,21,376,43.80,36.90,17290.0,16046.0
JetBlue Airways,7,22,261,52.17,44.72,14158.0,13054.0
JetBlue Airways,7,23,227,41.74,35.12,10013.0,9536.0
JetBlue Airways,8,0,18,11.39,1.39,269.0,197.0
JetBlue Airways,8,1,14,21.79,13.79,364.0,314.0
JetBlue Airways,8,2,27,46.37,42.30,1370.0,1361.0
JetBlue Airways,8,3,19,12.63,10.95,352.0,410.0
JetBlue Airways,8,4,12,24.00,24.58,350.0,385.0
JetBlue Airways,8,5,189,14.93,12.42,3818.0,4045.0
JetBlue Airways,8,6,668,6.37,2.29,7539.0,8119.0
JetBlue Airways,8,7,662,4.37,-0.48,6149.0,6625.0
JetBlue Airways,8,8,624,6.10,0.95,6851.0,7175.0
JetBlue Airways,8,9,745,12.72,6.33,12774.0,12531.0
JetBlue Airways,8,10,591,11.80,5.50,9519.0,8858.0
JetBlue Airways,8,11,574,15.60,9.47,11254.0,11012.0
JetBlue Airways,8,12,520,18.71,12.92,11628.0,11540.0
JetBlue Airways,8,13,624,24.41,17.68,17044.0,16546.0
JetBlue Airways,8,14,582,28.95,23.20,18706.0,18490.0
JetBlue Airways,8,15,491,34.26,27.45,18331.0,18134.0
JetBlue Airways,8,16,511,32.56,25.96,18178.0,18047.0
JetBlue Airways,8,17,564,35.55,29.40,21629.0,21368.0
JetBlue Airways,8,18,572,41.58,34.92,25396.0,24995.0
JetBlue Airways,8,19,517,41.03,35.34,22830.0,22020.0
JetBlue Airways,8,20,632,40.18,33.53,27048.0,25601.0
JetBlue Airways,8,21,422,40.74,33.82,18057.0,16764.0
JetBlue Airways,8,22,282,30.34,21.70,9331.0,8366.0
JetBlue Airways,8,23,228,31.89,23.17,7919.0,7076.0
JetBlue Airways,9,0,11,-2.91,-13.36,25.0,25.0
JetBlue Airways,9,1,6,41.67,37.17,263.0,255.0
JetBlue Airways,9,2,3,-7.67,-14.67,0.0,0.0
JetBlue Airways,9,3,4,-8.25,-10.25,6.0,11.0
JetBlue Airways,9,4,11,-9.27,-23.55,0.0,0.0
JetBlue Airways,9,5,122,-4.66,-8.68,245.0,340.0
JetBlue Airways,9,6,455,4.09,-2.20,4649.0,4877.0
