"Airline","Month","Departure_Hour","Total_Flights","Average_Departure_Delay","Average_Arrival_Delay","Total_Departure_Delay_Time","Total_Arrival_Delay_Time"
Envoy Air,2,7,509,6.38,4.14,5384.0,7054.0
Envoy Air,2,8,745,6.14,4.41,7457.0,9917.0
Envoy Air,2,9,454,7.52,2.75,5054.0,5732.0
Envoy Air,2,10,799,7.86,3.55,9029.0,9755.0
Envoy Air,2,11,538,9.42,4.35,7114.0,7503.0
Envoy Air,2,12,773,8.13,4.28,9049.0,9978.0
Envoy Air,2,13,519,7.33,3.32,5694.0,6433.0
Envoy Air,2,14,640,10.59,7.71,8918.0,9921.0
Envoy Air,2,15,660,11.09,6.51,9497.0,9802.0
Envoy Air,2,16,629,13.03,10.92,10402.0,11851.0
Envoy Air,2,17,526,10.52,7.29,7429.0,8341.0
Envoy Air,2,18,573,12.27,10.47,8909.0,10024.0
Envoy Air,2,19,421,7.37,5.37,4757.0,5667.0
Envoy Air,2,20,456,8.60,5.16,5354.0,6330.0
Envoy Air,2,21,226,3.00,-0.20,1506.0,1851.0
Envoy Air,2,22,197,5.89,3.24,1829.0,1977.0
Envoy Air,2,23,2,16.50,16.50,41.0,43.0
Envoy Air,3,5,232,-2.41,-3.59,769.0,1377.0
Envoy Air,3,6,942,0.96,-3.02,5829.0,8021.0
Envoy Air,3,7,607,3.14,-0.41,4846.0,6008.0
Envoy Air,3,8,889,3.96,0.52,7339.0,8778.0
Envoy Air,3,9,492,3.41,-2.45,3754.0,3871.0
Envoy Air,3,10,922,2.68,-1.46,6130.0,6862.0
Envoy Air,3,11,656,6.73,1.78,7276.0,7432.0
Envoy Air,3,12,930,3.63,-1.39,7248.0,7774.0
Envoy Air,3,13,595,7.02,1.47,6476.0,6618.0
Envoy Air,3,14,746,7.25,2.22,8272.0,8360.0
Envoy Air,3,15,713,7.10,2.55,7888.0,8517.0
Envoy Air,3,16,739,5.45,1.55,6875.0,7668.0
Envoy Air,3,17,595,5.92,2.13,5999.0,6752.0
Envoy Air,3,18,750,6.29,3.32,7669.0,8717.0
Envoy Air,3,19,494,7.55,4.48,5607.0,6220.0
Envoy Air,3,20,500,5.44,3.66,4541.0,5700.0
Envoy Air,3,21,245,5.78,2.80,2355.0,2511.0
Envoy Air,3,22,249,3.53,0.58,1837.0,1916.0
Envoy Air,3,23,3,4.67,0.67,16.0,13.0
Envoy Air,4,5,144,-0.22,-5.48,743.0,1002.0
Envoy Air,4,6,739,1.31,-3.81,4818.0,5825.0
Envoy Air,4,7,420,2.10,-1.64,2868.0,3554.0
Envoy Air,4,8,736,1.13,-3.11,4103.0,5305.0
Envoy Air,4,9,425,4.92,0.77,3896.0,4175.0
Envoy Air,4,10,733,3.17,-0.85,5610.0,6362.0
Envoy Air,4,11,514,1.98,-3.81,3405.0,3861.0
Envoy Air,4,12,776,3.21,-0.84,5606.0,6316.0
Envoy Air,4,13,537,6.27,2.57,5319.0,6074.0
Envoy Air,4,14,705,5.54,1.73,6531.0,7055.0
Envoy Air,4,15,476,7.60,2.13,5467.0,5578.0
Envoy Air,4,16,624,6.89,3.57,6562.0,7217.0
Envoy Air,4,17,541,10.09,6.88,7359.0,8148.0
Envoy Air,4,18,568,6.88,3.00,6275.0,7047.0
Envoy Air,4,19,403,13.60,11.64,6812.0,7735.0
Envoy Air,4,20,435,9.64,6.96,5768.0,6492.0
Envoy Air,4,21,261,5.95,0.31,2394.0,2790.0
Envoy Air,4,22,171,2.23,-0.88,1171.0,1349.0
Envoy Air,4,23,3,21.33,20.33,69.0,69.0
Envoy Air,5,5,126,2.10,-3.61,932.0,1061.0
Envoy Air,5,6,727,2.06,-2.63,5004.0,5982.0
Envoy Air,5,7,558,0.51,-3.84,3009.0,3841.0
Envoy Air,5,8,781,1.11,-2.65,4302.0,5819.0
Envoy Air,5,9,470,1.10,-4.37,2308.0,2545.0
Envoy Air,5,10,731,4.66,0.58,6001.0,6511.0
Envoy Air,5,11,569,6.25,1.89,5784.0,6484.0
Envoy Air,5,12,777,7.27,3.99,8301.0,9440.0
Envoy Air,5,13,631,5.20,0.77,5555.0,6385.0
Envoy Air,5,14,671,8.72,4.62,8090.0,8733.0
Envoy Air,5,15,548,9.12,5.59,6880.0,7723.0
Envoy Air,5,16,656,10.87,9.53,9277.0,10779.0
Envoy Air,5,17,577,14.72,11.05,10293.0,11098.0
Envoy Air,5,18,676,12.04,9.69,10233.0,11234.0
Envoy Air,5,19,409,14.77,10.94,7275.0,7544.0
Envoy Air,5,20,445,11.15,11.31,6217.0,7432.0
Envoy Air,5,21,276,10.22,7.11,3692.0,4036.0
Envoy Air,5,22,166,2.90,2.23,1006.0,1496.0
Envoy Air,6,5,174,-1.12,-7.55,534.0,748.0
Envoy Air,6,6,766,4.57,0.24,6949.0,7634.0
Envoy Air,6,7,660,2.27,0.37,4618.0,5705.0
Envoy Air,6,8,728,1.62,-2.05,4126.0,5058.0
Envoy Air,6,9,478,3.27,-0.25,3247.0,3807.0
Envoy Air,6,10,791,4.97,1.12,6560.0,7258.0
Envoy Air,6,11,484,3.33,-1.65,3323.0,3482.0
Envoy Air,6,12,773,10.39,7.64,10619.0,11572.0
Envoy Air,6,13,533,10.42,6.60,7157.0,7865.0
Envoy Air,6,14,711,9.27,7.34,8691.0,10032.0
Envoy Air,6,15,594,15.14,14.65,10503.0,12057.0
Envoy Air,6,16,776,10.58,9.63,10183.0,11957.0
Envoy Air,6,17,532,17.65,16.33,10789.0,11950.0
Envoy Air,6,18,664,15.24,13.89,11729.0,12948.0
Envoy Air,6,19,398,27.25,23.80,11748.0,11803.0
Envoy Air,6,20,509,21.23,18.98,11969.0,12363.0
Envoy Air,6,21,231,15.55,12.19,4108.0,4260.0
Envoy Air,6,22,248,11.69,10.42,3491.0,3808.0
Envoy Air,7,5,187,-0.45,-8.22,730.0,671.0
Envoy Air,7,6,782,4.07,-0.16,6709.0,7499.0
Envoy Air,7,7,733,4.44,0.75,6777.0,7635.0
Envoy Air,7,8,847,5.70,2.46,8281.0,9032.0
Envoy Air,7,9,493,5.02,0.43,4221.0,4389.0
Envoy Air,7,10,937,5.52,1.95,8644.0,9706.0
Envoy Air,7,11,569,5.70,0.67,5247.0,5593.0
Envoy Air,7,12,910,6.61,4.16,9277.0,10519.0
Envoy Air,7,13,636,9.35,5.08,7967.0,8596.0
Envoy Air,7,14,792,8.50,7.71,9131.0,11206.0
Envoy Air,7,15,647,9.18,6.96,7992.0,9171.0
Envoy Air,7,16,799,14.50,13.56,13974.0,15671.0
Envoy Air,7,17,547,14.06,12.53,9194.0,10313.0
Envoy Air,7,18,757,13.85,10.90,12822.0,13392.0
Envoy Air,7,19,473,17.60,13.01,9565.0,9320.0
Envoy Air,7,20,551,12.58,11.89,8418.0,9584.0
Envoy Air,7,21,282,9.87,6.11,3674.0,3827.0
Envoy Air,7,22,252,14.54,11.39,4316.0,4406.0
Envoy Air,8,5,238,1.37,-4.55,1399.0,1431.0
Envoy Air,8,6,787,0.10,-3.58,4134.0,5289.0
Envoy Air,8,7,640,5.27,1.16,6279.0,7205.0
Envoy Air,8,8,861,0.29,-3.77,4202.0,4995.0
Envoy Air,8,9,524,5.47,1.23,4809.0,5255.0
Envoy Air,8,10,868,4.06,0.39,7253.0,7836.0
Envoy Air,8,11,536,4.49,-1.05,4429.0,4626.0
Envoy Air,8,12,916,8.71,5.68,11502.0,12498.0
Envoy Air,8,13,652,6.89,3.68,6812.0,8123.0
Envoy Air,8,14,743,6.19,3.38,7228.0,7977.0
Envoy Air,8,15,638,9.92,8.48,8457.0,10040.0
Envoy Air,8,16,792,10.05,7.89,10590.0,11510.0
Envoy Air,8,17,567,16.44,13.89,11003.0,11798.0
Envoy Air,8,18,782,9.74,6.74,10273.0,10763.0
Envoy Air,8,19,488,19.32,16.36,10984.0,11312.0
Envoy Air,8,20,603,10.57,8.66,8090.0,8784.0
Envoy Air,8,21,257,11.61,7.40,3786.0,3849.0
Envoy Air,8,22,254,5.14,1.83,2062.0,2140.0
Envoy Air,9,5,144,-3.47,-7.71,317.0,491.0
Envoy Air,9,6,602,0.50,-3.36,3601.0,4171.0
Envoy Air,9,7,510,2.55,-0.45,3943.0,4551.0
Envoy Air,9,8,641,1.57,-1.01,4051.0,4919.0
Envoy Air,9,9,405,0.39,-2.67,2027.0,2699.0
Envoy Air,9,10,711,0.07,-1.25,3360.0,4836.0
Envoy Air,9,11,418,6.81,2.06,4605.0,4793.0
Envoy Air,9,12,672,3.97,0.97,5442.0,6181.0
Envoy Air,9,13,544,2.80,-1.28,3663.0,4137.0
Envoy Air,9,14,563,5.50,2.90,5359.0,6204.0
Envoy Air,9,15,528,3.59,1.55,3724.0,4869.0
Envoy Air,9,16,552,8.06,6.15,6472.0,7374.0
Envoy Air,9,17,515,5.23,1.61,4781.0,5045.0
Envoy Air,9,18,589,2.15,0.70,3845.0,5255.0
Envoy Air,9,19,334,8.70,5.57,4260.0,4357.0
Envoy Air,9,20,447,4.26,2.36,3519.0,4144.0
Envoy Air,9,21,167,4.78,0.16,1463.0,1477.0
Envoy Air,9,22,137,3.45,-0.08,1029.0,985.0
Envoy Air,10,5,163,1.34,-1.79,981.0,1206.0
Envoy Air,10,6,660,1.59,-1.46,4347.0,5274.0
Envoy Air,10,7,498,2.16,2.05,3398.0,5067.0
Envoy Air,10,8,687,0.62,-0.54,3487.0,5085.0
Envoy Air,10,9,392,0.91,-4.03,2006.0,2197.0
Envoy Air,10,10,746,3.38,1.23,5391.0,6612.0
Envoy Air,10,11,452,1.00,-2.75,2361.0,2978.0
Envoy Air,10,12,701,3.16,0.36,4726.0,5561.0
Envoy Air,10,13,560,3.42,-0.06,4078.0,4869.0
Envoy Air,10,14,599,5.95,2.15,5869.0,6391.0
Envoy Air,10,15,500,10.18,8.28,6766.0,7579.0
Envoy Air,10,16,649,6.27,3.39,6363.0,7297.0
Envoy Air,10,17,428,5.55,3.41,4056.0,4962.0
Envoy Air,10,18,584,5.82,4.70,5457.0,6684.0
Envoy Air,10,19,400,10.88,7.97,5759.0,6335.0
Envoy Air,10,20,399,6.65,7.05,4082.0,5204.0
Envoy Air,10,21,181,6.81,3.54,1830.0,1886.0
Envoy Air,10,22,132,7.78,5.60,1409.0,1555.0
Envoy Air,11,0,1,-2.00,-10.00,0.0,0.0
Envoy Air,11,5,150,0.36,-4.07,795.0,1141.0
Envoy Air,11,6,705,2.86,-3.05,5303.0,6283.0
Envoy Air,11,7,495,1.58,-2.58,3059.0,4005.0
Envoy Air,11,8,739,0.92,-1.99,3778.0,5075.0
Envoy Air,11,9,302,1.47,-3.36,1783.0,1946.0
Envoy Air,11,10,722,3.16,-0.11,5208.0,5987.0
Envoy Air,11,11,419,6.67,2.19,4267.0,4479.0
Envoy Air,11,12,754,3.76,-1.14,5496.0,5777.0
Envoy Air,11,13,460,5.62,1.73,4305.0,4778.0
Envoy Air,11,14,509,3.18,-0.90,3563.0,3894.0
Envoy Air,11,15,454,3.96,-1.02,3495.0,3714.0
Envoy Air,11,16,614,5.97,3.13,5794.0,6794.0
Envoy Air,11,17,420,2.51,-1.60,2821.0,3135.0
Envoy Air,11,18,504,8.27,6.23,6045.0,6822.0
Envoy Air,11,19,369,7.93,4.38,4171.0,4564.0
Envoy Air,11,20,350,8.75,4.85,4115.0,4563.0
Envoy Air,11,21,190,8.08,6.33,2203.0,2564.0
Envoy Air,11,22,131,11.24,7.80,1830.0,1947.0
Envoy Air,12,0,2,16.50,10.50,36.0,21.0
Envoy Air,12,5,154,4.75,0.23,1414.0,1702.0
Envoy Air,12,6,746,5.38,1.79,7133.0,8906.0
Envoy Air,12,7,450,4.19,1.62,3725.0,5064.0
Envoy Air,12,8,731,3.97,2.80,5701.0,8057.0
Envoy Air,12,9,327,10.51,6.30,4559.0,4983.0
Envoy Air,12,10,759,7.78,4.23,8612.0,9503.0
Envoy Air,12,11,431,9.46,4.35,5610.0,5727.0
Envoy Air,12,12,703,8.36,3.25,8054.0,8367.0
Envoy Air,12,13,491,9.16,6.45,6132.0,6989.0
Envoy Air,12,14,540,8.10,3.75,6208.0,6481.0
Envoy Air,12,15,477,13.34,8.70,7717.0,7944.0
Envoy Air,12,16,597,9.14,5.08,7352.0,7684.0
Envoy Air,12,17,414,11.47,8.08,6069.0,6321.0
Envoy Air,12,18,597,6.49,3.38,5813.0,6682.0
Envoy Air,12,19,390,11.30,8.02,5638.0,6067.0
Envoy Air,12,20,388,6.85,1.23,3928.0,3882.0
Envoy Air,12,21,168,9.25,4.89,2198.0,2214.0
Envoy Air,12,22,157,16.45,11.12,2995.0,2775.0
ExpressJet Airlines LLC d/b/a aha!,1,5,37,21.05,15.76,997.0,1036.0
ExpressJet Airlines LLC d/b/a aha!,1,6,135,12.74,10.93,2445.0,2869.0
ExpressJet Airlines LLC d/b/a aha!,1,7,153,3.24,-0.70,1370.0,1629.0
ExpressJet Airlines LLC d/b/a aha!,1,8,104,14.77,13.63,2041.0,2317.0
ExpressJet Airlines LLC d/b/a aha!,1,9,159,1.74,-3.11,1102.0,1244.0
ExpressJet Airlines LLC d/b/a aha!,1,10,142,6.66,2.37,1623.0,1862.0
ExpressJet Airlines LLC d/b/a aha!,1,11,166,7.55,3.61,2145.0,2382.0
ExpressJet Airlines LLC d/b/a aha!,1,12,231,8.35,4.40,3136.0,3371.0
ExpressJet Airlines LLC d/b/a aha!,1,13,111,12.63,9.72,2000.0,2239.0
ExpressJet Airlines LLC d/b/a aha!,1,14,249,5.61,1.38,2456.0,2586.0
ExpressJet Airlines LLC d/b/a aha!,1,15,103,18.23,15.61,2279.0,2513.0
ExpressJet Airlines LLC d/b/a aha!,1,16,189,8.19,5.43,2441.0,2789.0
ExpressJet Airlines LLC d/b/a aha!,1,17,102,14.22,12.27,2029.0,2186.0
ExpressJet Airlines LLC d/b/a aha!,1,18,186,15.31,11.74,3742.0,3933.0
ExpressJet Airlines LLC d/b/a aha!,1,19,139,15.63,11.50,2676.0,2742.0
ExpressJet Airlines LLC d/b/a aha!,1,20,44,38.27,38.30,1870.0,2046.0
ExpressJet Airlines LLC d/b/a aha!,1,21,89,8.99,6.45,1153.0,1283.0
ExpressJet Airlines LLC d/b/a aha!,1,22,8,29.50,29.63,253.0,260.0
ExpressJet Airlines LLC d/b/a aha!,2,5,41,12.15,4.63,775.0,719.0
ExpressJet Airlines LLC d/b/a aha!,2,6,127,18.85,14.82,3086.0,3321.0
ExpressJet Airlines LLC d/b/a aha!,2,7,200,3.26,-0.42,1883.0,2080.0
ExpressJet Airlines LLC d/b/a aha!,2,8,77,2.73,0.09,644.0,812.0
ExpressJet Airlines LLC d/b/a aha!,2,9,160,9.71,7.74,2280.0,2597.0
ExpressJet Airlines LLC d/b/a aha!,2,10,137,6.84,3.61,1598.0,1768.0
ExpressJet Airlines LLC d/b/a aha!,2,11,161,21.16,18.39,4213.0,4443.0
ExpressJet Airlines LLC d/b/a aha!,2,12,208,4.13,0.48,1960.0,2347.0
ExpressJet Airlines LLC d/b/a aha!,2,13,93,16.15,13.49,1868.0,1884.0
ExpressJet Airlines LLC d/b/a aha!,2,14,280,8.09,3.31,3551.0,3684.0
ExpressJet Airlines LLC d/b/a aha!,2,15,116,14.07,10.65,2125.0,2209.0
ExpressJet Airlines LLC d/b/a aha!,2,16,186,10.19,8.22,2801.0,3137.0
ExpressJet Airlines LLC d/b/a aha!,2,17,114,19.19,16.75,2896.0,3035.0
ExpressJet Airlines LLC d/b/a aha!,2,18,173,20.77,16.35,4416.0,4491.0
ExpressJet Airlines LLC d/b/a aha!,2,19,116,18.23,14.34,2550.0,2716.0
ExpressJet Airlines LLC d/b/a aha!,2,20,54,26.59,21.46,1648.0,1709.0
ExpressJet Airlines LLC d/b/a aha!,2,21,92,16.37,15.10,1865.0,2001.0
ExpressJet Airlines LLC d/b/a aha!,2,22,7,11.71,13.71,112.0,127.0
ExpressJet Airlines LLC d/b/a aha!,3,5,34,-3.91,-9.26,97.0,94.0
ExpressJet Airlines LLC d/b/a aha!,3,6,119,1.73,-2.59,881.0,1038.0
ExpressJet Airlines LLC d/b/a aha!,3,7,178,-1.15,-2.79,902.0,1253.0
ExpressJet Airlines LLC d/b/a aha!,3,8,94,3.36,-2.43,919.0,918.0
ExpressJet Airlines LLC d/b/a aha!,3,9,158,2.52,-0.62,1292.0,1535.0
ExpressJet Airlines LLC d/b/a aha!,3,10,140,2.10,0.14,1081.0,1431.0
ExpressJet Airlines LLC d/b/a aha!,3,11,143,4.76,-1.54,1526.0,1653.0
ExpressJet Airlines LLC d/b/a aha!,3,12,213,1.28,-3.08,1493.0,1607.0
ExpressJet Airlines LLC d/b/a aha!,3,13,72,6.82,2.61,903.0,1064.0
ExpressJet Airlines LLC d/b/a aha!,3,14,256,3.02,-2.32,2215.0,2354.0
ExpressJet Airlines LLC d/b/a aha!,3,15,116,3.07,-2.70,949.0,950.0
ExpressJet Airlines LLC d/b/a aha!,3,16,167,15.31,12.34,3461.0,3531.0
ExpressJet Airlines LLC d/b/a aha!,3,17,115,28.56,24.14,3919.0,3895.0
ExpressJet Airlines LLC d/b/a aha!,3,18,186,6.65,1.48,2316.0,2435.0
ExpressJet Airlines LLC d/b/a aha!,3,19,130,10.18,7.80,1976.0,2166.0
ExpressJet Airlines LLC d/b/a aha!,3,20,43,16.09,8.26,874.0,786.0
ExpressJet Airlines LLC d/b/a aha!,3,21,83,-1.45,-4.95,455.0,526.0
ExpressJet Airlines LLC d/b/a aha!,3,22,13,13.54,13.85,255.0,258.0
ExpressJet Airlines LLC d/b/a aha!,4,5,21,18.86,9.76,502.0,455.0
ExpressJet Airlines LLC d/b/a aha!,4,6,94,15.19,10.23,1998.0,2214.0
ExpressJet Airlines LLC d/b/a aha!,4,7,140,6.41,0.91,1890.0,2016.0
ExpressJet Airlines LLC d/b/a aha!,4,8,59,3.56,-2.37,566.0,531.0
ExpressJet Airlines LLC d/b/a aha!,4,9,91,10.24,7.44,1359.0,1489.0
ExpressJet Airlines LLC d/b/a aha!,4,10,100,17.63,11.58,2372.0,2340.0
ExpressJet Airlines LLC d/b/a aha!,4,11,56,10.11,6.57,832.0,947.0
ExpressJet Airlines LLC d/b/a aha!,4,12,146,7.08,3.34,1852.0,2075.0
ExpressJet Airlines LLC d/b/a aha!,4,13,44,48.75,40.70,2377.0,2349.0
ExpressJet Airlines LLC d/b/a aha!,4,14,135,14.76,12.19,2727.0,3003.0
ExpressJet Airlines LLC d/b/a aha!,4,15,50,13.80,7.14,976.0,1002.0
ExpressJet Airlines LLC d/b/a aha!,4,16,100,8.11,4.06,1346.0,1360.0
ExpressJet Airlines LLC d/b/a aha!,4,17,60,2.63,-4.88,547.0,532.0
ExpressJet Airlines LLC d/b/a aha!,4,18,85,21.24,13.68,2315.0,2172.0
ExpressJet Airlines LLC d/b/a aha!,4,19,115,2.29,-1.97,1055.0,1299.0
ExpressJet Airlines LLC d/b/a aha!,4,20,42,14.83,10.14,821.0,806.0
ExpressJet Airlines LLC d/b/a aha!,4,21,39,39.90,35.00,1667.0,1569.0
ExpressJet Airlines LLC d/b/a aha!,4,22,5,177.00,170.00,898.0,898.0
ExpressJet Airlines LLC d/b/a aha!,5,5,22,-5.41,-10.23,7.0,24.0
ExpressJet Airlines LLC d/b/a aha!,5,6,66,-2.03,-10.12,262.0,299.0
ExpressJet Airlines LLC d/b/a aha!,5,7,101,3.47,2.57,962.0,1222.0
ExpressJet Airlines LLC d/b/a aha!,5,8,48,9.73,8.21,669.0,790.0
ExpressJet Airlines LLC d/b/a aha!,5,9,102,2.57,-1.85,853.0,992.0
ExpressJet Airlines LLC d/b/a aha!,5,10,67,9.70,6.24,969.0,951.0
ExpressJet Airlines LLC d/b/a aha!,5,11,45,22.96,22.38,1180.0,1421.0
ExpressJet Airlines LLC d/b/a aha!,5,12,82,12.15,13.05,1363.0,1653.0
ExpressJet Airlines LLC d/b/a aha!,5,13,30,1.43,1.07,224.0,318.0
ExpressJet Airlines LLC d/b/a aha!,5,14,95,20.23,16.69,2242.0,2319.0
ExpressJet Airlines LLC d/b/a aha!,5,15,49,26.29,24.96,1509.0,1664.0
ExpressJet Airlines LLC d/b/a aha!,5,16,124,6.31,2.23,1496.0,1615.0
ExpressJet Airlines LLC d/b/a aha!,5,17,42,2.40,1.95,396.0,466.0
ExpressJet Airlines LLC d/b/a aha!,5,18,76,45.08,39.42,3733.0,3713.0
ExpressJet Airlines LLC d/b/a aha!,5,19,108,15.56,15.57,2225.0,2669.0
ExpressJet Airlines LLC d/b/a aha!,5,20,19,66.32,62.32,1296.0,1244.0
ExpressJet Airlines LLC d/b/a aha!,5,21,46,12.22,10.65,740.0,888.0
ExpressJet Airlines LLC d/b/a aha!,6,5,21,15.29,16.05,424.0,488.0
ExpressJet Airlines LLC d/b/a aha!,6,6,69,17.17,14.06,1628.0,1674.0
ExpressJet Airlines LLC d/b/a aha!,6,7,116,-0.33,1.63,647.0,985.0
ExpressJet Airlines LLC d/b/a aha!,6,8,31,25.16,24.10,897.0,928.0
ExpressJet Airlines LLC d/b/a aha!,6,9,81,12.86,11.52,1387.0,1509.0
ExpressJet Airlines LLC d/b/a aha!,6,10,80,17.44,18.38,1739.0,1926.0
ExpressJet Airlines LLC d/b/a aha!,6,11,53,35.57,36.66,2039.0,2181.0
ExpressJet Airlines LLC d/b/a aha!,6,12,112,31.90,34.55,3941.0,4395.0
ExpressJet Airlines LLC d/b/a aha!,6,13,23,59.17,51.09,1448.0,1398.0
ExpressJet Airlines LLC d/b/a aha!,6,14,94,19.95,19.60,2141.0,2412.0
ExpressJet Airlines LLC d/b/a aha!,6,15,55,76.35,74.55,4347.0,4454.0
ExpressJet Airlines LLC d/b/a aha!,6,16,98,19.10,22.87,2307.0,2677.0
ExpressJet Airlines LLC d/b/a aha!,6,17,59,23.80,24.78,1687.0,1779.0
ExpressJet Airlines LLC d/b/a aha!,6,18,60,29.72,32.07,1947.0,2180.0
ExpressJet Airlines LLC d/b/a aha!,6,19,106,8.92,6.44,1508.0,1599.0
ExpressJet Airlines LLC d/b/a aha!,6,20,36,58.14,58.64,2178.0,2324.0
ExpressJet Airlines LLC d/b/a aha!,6,21,30,30.63,34.60,977.0,1071.0
ExpressJet Airlines LLC d/b/a aha!,7,5,15,1.53,1.53,120.0,163.0
ExpressJet Airlines LLC d/b/a aha!,7,6,51,7.33,2.69,660.0,688.0
ExpressJet Airlines LLC d/b/a aha!,7,7,125,0.73,0.78,940.0,1150.0
ExpressJet Airlines LLC d/b/a aha!,7,8,54,8.39,8.59,715.0,786.0
ExpressJet Airlines LLC d/b/a aha!,7,9,107,11.45,10.44,1700.0,1878.0
ExpressJet Airlines LLC d/b/a aha!,7,10,81,5.60,6.17,846.0,1006.0
ExpressJet Airlines LLC d/b/a aha!,7,11,61,6.21,7.48,601.0,868.0
ExpressJet Airlines LLC d/b/a aha!,7,12,149,15.73,17.42,3104.0,3543.0
ExpressJet Airlines LLC d/b/a aha!,7,13,34,10.68,8.91,487.0,547.0
ExpressJet Airlines LLC d/b/a aha!,7,14,156,15.96,19.67,3105.0,3984.0
ExpressJet Airlines LLC d/b/a aha!,7,15,62,16.94,19.05,1285.0,1502.0
ExpressJet Airlines LLC d/b/a aha!,7,16,99,28.61,30.82,3173.0,3489.0
ExpressJet Airlines LLC d/b/a aha!,7,17,85,25.76,26.79,2701.0,2885.0
ExpressJet Airlines LLC d/b/a aha!,7,18,71,40.21,41.59,3122.0,3271.0
ExpressJet Airlines LLC d/b/a aha!,7,19,67,14.48,14.39,1255.0,1398.0
ExpressJet Airlines LLC d/b/a aha!,7,20,57,19.07,17.44,1320.0,1322.0
ExpressJet Airlines LLC d/b/a aha!,7,21,32,18.75,16.22,685.0,671.0
ExpressJet Airlines LLC d/b/a aha!,8,5,15,36.20,34.60,629.0,658.0
ExpressJet Airlines LLC d/b/a aha!,8,6,56,48.29,49.57,2942.0,3189.0
ExpressJet Airlines LLC d/b/a aha!,8,7,133,-2.77,-1.23,524.0,955.0
ExpressJet Airlines LLC d/b/a aha!,8,8,44,-1.98,-3.30,140.0,183.0
ExpressJet Airlines LLC d/b/a aha!,8,9,110,10.86,11.05,1732.0,1957.0
ExpressJet Airlines LLC d/b/a aha!,8,10,102,8.39,9.25,1388.0,1552.0
ExpressJet Airlines LLC d/b/a aha!,8,11,81,22.14,18.98,2114.0,2164.0
ExpressJet Airlines LLC d/b/a aha!,8,12,157,14.74,14.68,3154.0,3416.0
ExpressJet Airlines LLC d/b/a aha!,8,13,46,23.39,27.72,1261.0,1531.0
ExpressJet Airlines LLC d/b/a aha!,8,14,191,17.95,19.39,4207.0,4732.0
ExpressJet Airlines LLC d/b/a aha!,8,15,52,21.25,24.90,1290.0,1553.0
ExpressJet Airlines LLC d/b/a aha!,8,16,66,41.15,41.65,2977.0,3065.0
ExpressJet Airlines LLC d/b/a aha!,8,17,102,16.59,16.76,2312.0,2420.0
ExpressJet Airlines LLC d/b/a aha!,8,18,71,47.31,45.93,3601.0,3645.0
ExpressJet Airlines LLC d/b/a aha!,8,19,81,35.44,33.42,3173.0,3294.0
ExpressJet Airlines LLC d/b/a aha!,8,20,58,19.59,17.71,1421.0,1458.0
ExpressJet Airlines LLC d/b/a aha!,8,21,52,66.50,63.13,3627.0,3593.0
ExpressJet Airlines LLC d/b/a aha!,9,5,19,-6.00,-12.42,0.0,0.0
ExpressJet Airlines LLC d/b/a aha!,9,6,78,3.08,-0.64,730.0,830.0
ExpressJet Airlines LLC d/b/a aha!,9,7,103,4.39,2.00,1045.0,1342.0
ExpressJet Airlines LLC d/b/a aha!,9,8,40,-1.63,-5.70,178.0,273.0
ExpressJet Airlines LLC d/b/a aha!,9,9,74,12.55,6.39,1241.0,1193.0
ExpressJet Airlines LLC d/b/a aha!,9,10,98,8.15,4.83,1282.0,1466.0
ExpressJet Airlines LLC d/b/a aha!,9,11,78,24.46,18.67,2313.0,2477.0
ExpressJet Airlines LLC d/b/a aha!,9,12,118,11.59,7.93,1934.0,2150.0
ExpressJet Airlines LLC d/b/a aha!,9,13,46,43.11,38.30,2205.0,2268.0
ExpressJet Airlines LLC d/b/a aha!,9,14,153,9.54,6.14,2180.0,2396.0
ExpressJet Airlines LLC d/b/a aha!,9,15,48,5.25,7.60,436.0,761.0
ExpressJet Airlines LLC d/b/a aha!,9,16,73,14.68,16.10,1383.0,1661.0
ExpressJet Airlines LLC d/b/a aha!,9,17,79,-1.61,-3.90,328.0,520.0
ExpressJet Airlines LLC d/b/a aha!,9,18,129,21.82,20.94,3331.0,3472.0
ExpressJet Airlines LLC d/b/a aha!,9,19,62,11.87,9.13,983.0,1080.0
ExpressJet Airlines LLC d/b/a aha!,9,20,76,4.30,-1.30,715.0,705.0
ExpressJet Airlines LLC d/b/a aha!,9,21,45,8.09,4.18,504.0,575.0
ExpressJet Airlines LLC d/b/a aha!,10,5,18,2.56,-1.72,153.0,172.0
ExpressJet Airlines LLC d/b/a aha!,10,6,72,13.42,10.81,1366.0,1509.0
ExpressJet Airlines LLC d/b/a aha!,10,7,81,2.57,5.30,705.0,1065.0
ExpressJet Airlines LLC d/b/a aha!,10,8,37,-3.03,-0.51,102.0,324.0
ExpressJet Airlines LLC d/b/a aha!,10,9,61,4.74,2.84,572.0,713.0
ExpressJet Airlines LLC d/b/a aha!,10,10,74,21.28,20.26,1893.0,2138.0
ExpressJet Airlines LLC d/b/a aha!,10,11,59,4.05,0.02,530.0,584.0
ExpressJet Airlines LLC d/b/a aha!,10,12,103,15.06,14.76,2003.0,2305.0
ExpressJet Airlines LLC d/b/a aha!,10,13,40,19.23,15.70,917.0,921.0
ExpressJet Airlines LLC d/b/a aha!,10,14,113,5.77,1.94,1130.0,1195.0
